"","Country","WorldID"
"Iraq28","Iraq",41981
"Iraq29","Iraq",41982
"Iraq30","Iraq",41983
"Iraq31","Iraq",41984
"Iraq32","Iraq",41985
"Iraq33","Iraq",41986
"Iraq34","Iraq",41987
"Iraq35","Iraq",41988
"Iraq36","Iraq",42339
"Iraq37","Iraq",42340
"Iraq38","Iraq",42341
"Iraq39","Iraq",42342
"Iraq40","Iraq",42343
"Iraq41","Iraq",42344
"Iraq42","Iraq",42345
"Iraq43","Iraq",42346
"Iraq44","Iraq",42347
"Iraq45","Iraq",42700
"Iraq46","Iraq",42701
"Iraq47","Iraq",42702
"Iraq48","Iraq",42703
"Iraq49","Iraq",42704
"Iraq50","Iraq",42705
"Iraq51","Iraq",42706
"Iraq52","Iraq",43062
"Iraq53","Iraq",43063
"Iraq54","Iraq",43064
"Iraq55","Iraq",43065
"Iraq56","Iraq",43066
"Iraq57","Iraq",43067
"Iraq58","Iraq",43422
"Iraq59","Iraq",43423
"Iraq60","Iraq",43424
"Iraq61","Iraq",43425
"Iraq62","Iraq",43426
"Iraq63","Iraq",43427
"Iraq64","Iraq",43782
"Iraq65","Iraq",43783
"Iraq66","Iraq",43784
"Iraq67","Iraq",43785
"Iraq68","Iraq",43786
"Iraq69","Iraq",44143
"Iraq70","Iraq",44144
"Iraq71","Iraq",44145
"Iceland1","Iceland",51640
"Iceland2","Iceland",51641
"Iceland3","Iceland",51642
"Iceland4","Iceland",51996
"Iceland5","Iceland",51997
"Iceland6","Iceland",51998
"Iceland7","Iceland",51999
"Iceland8","Iceland",52000
"Iceland9","Iceland",52001
"Iceland10","Iceland",52002
"Iceland11","Iceland",52003
"Iceland12","Iceland",52004
"Iceland13","Iceland",52005
"Iceland14","Iceland",52006
"Iceland15","Iceland",52007
"Iceland16","Iceland",52356
"Iceland17","Iceland",52357
"Iceland18","Iceland",52358
"Iceland19","Iceland",52359
"Iceland20","Iceland",52360
"Iceland21","Iceland",52361
"Iceland22","Iceland",52362
"Iceland23","Iceland",52363
"Iceland24","Iceland",52364
"Iceland25","Iceland",52365
"Iceland26","Iceland",52366
"Iceland27","Iceland",52367
"Israel1","Israel",40895
"Israel2","Israel",40896
"Israel3","Israel",41255
"Israel4","Israel",41256
"Israel5","Israel",41615
"Israel6","Israel",41616
"Israel7","Israel",41975
"Israel8","Israel",41976
"Israel9","Israel",42335
"Israel10","Israel",42336
"Italy1","Italy",43393
"Italy2","Italy",43752
"Italy3","Italy",43753
"Italy4","Italy",43754
"Italy5","Italy",43755
"Italy6","Italy",43756
"Italy7","Italy",44113
"Italy8","Italy",44114
"Italy9","Italy",44115
"Italy10","Italy",44116
"Italy11","Italy",44117
"Italy12","Italy",44469
"Italy13","Italy",44470
"Italy14","Italy",44474
"Italy15","Italy",44475
"Italy16","Italy",44476
"Italy17","Italy",44477
"Italy18","Italy",44478
"Italy19","Italy",44829
"Italy20","Italy",44830
"Italy21","Italy",44835
"Italy22","Italy",44836
"Italy23","Italy",44837
"Italy24","Italy",44838
"Italy25","Italy",44839
"Italy26","Italy",45189
"Italy27","Italy",45190
"Italy28","Italy",45194
"Italy29","Italy",45195
"Italy30","Italy",45196
"Italy31","Italy",45197
"Italy32","Italy",45198
"Italy33","Italy",45199
"Italy34","Italy",45550
"Italy35","Italy",45552
"Italy36","Italy",45553
"Italy37","Italy",45554
"Italy38","Italy",45555
"Italy39","Italy",45556
"Italy40","Italy",45557
"Italy41","Italy",45910
"Italy42","Italy",45911
"Italy43","Italy",45912
"Italy44","Italy",45913
"Italy45","Italy",45914
"Italy46","Italy",45915
"Italy47","Italy",46267
"Italy48","Italy",46268
"Italy49","Italy",46269
"Italy50","Italy",46270
"Italy51","Italy",46271
"Italy52","Italy",46272
"Italy53","Italy",46273
"Italy54","Italy",46274
"Italy55","Italy",46627
"Italy56","Italy",46628
"Italy57","Italy",46629
"Italy58","Italy",46630
"Italy59","Italy",46631
"Italy60","Italy",46632
"Italy61","Italy",46633
"Italy62","Italy",46987
"Italy63","Italy",46988
"Italy64","Italy",46989
"Italy65","Italy",46990
"Italy66","Italy",46991
"Italy67","Italy",46992
"Italy68","Italy",46993
"Italy69","Italy",46994
"Italy70","Italy",47349
"Italy71","Italy",47350
"Italy72","Italy",47351
"Italy73","Italy",47352
"Italy74","Italy",47353
"Italy75","Italy",47354
"Jamaica1","Jamaica",35742
"Jamaica2","Jamaica",35743
"Jamaica3","Jamaica",35744
"Jamaica4","Jamaica",36103
"Jersey","Jersey",48058
"Jordan1","Jordan",40536
"Jordan2","Jordan",40537
"Jordan3","Jordan",40895
"Jordan4","Jordan",40896
"Jordan5","Jordan",40897
"Jordan6","Jordan",40898
"Jordan7","Jordan",41256
"Jordan8","Jordan",41257
"Jordan9","Jordan",41258
"Jordan10","Jordan",41616
"Jordan11","Jordan",41617
"Jordan12","Jordan",41618
"Jordan13","Jordan",41619
"Jordan14","Jordan",41976
"Jordan15","Jordan",41977
"Jordan16","Jordan",41978
"Jordan17","Jordan",41979
"Jordan18","Jordan",41980
"Jordan19","Jordan",42336
"Jordan20","Jordan",42338
"Jordan21","Jordan",42339
"Japan1","Japan",38823
"Japan2","Japan",38824
"Japan3","Japan",38825
"Japan4","Japan",38826
"Japan5","Japan",38842
"Japan6","Japan",38854
"Japan7","Japan",39184
"Japan8","Japan",39202
"Japan9","Japan",39544
"Japan10","Japan",39547
"Japan11","Japan",39548
"Japan12","Japan",39549
"Japan13","Japan",39552
"Japan14","Japan",39563
"Japan15","Japan",39908
"Japan16","Japan",39909
"Japan17","Japan",39923
"Japan18","Japan",40269
"Japan19","Japan",40270
"Japan20","Japan",40271
"Japan21","Japan",40283
"Japan22","Japan",40630
"Japan23","Japan",40631
"Japan24","Japan",40990
"Japan25","Japan",41350
"Japan26","Japan",41351
"Japan27","Japan",41352
"Japan28","Japan",41361
"Japan29","Japan",41710
"Japan30","Japan",41711
"Japan31","Japan",41712
"Japan32","Japan",42069
"Japan33","Japan",42070
"Japan34","Japan",42071
"Japan35","Japan",42072
"Japan36","Japan",42073
"Japan37","Japan",42074
"Japan38","Japan",42080
"Japan39","Japan",42429
"Japan40","Japan",42430
"Japan41","Japan",42431
"Japan42","Japan",42432
"Japan43","Japan",42433
"Japan44","Japan",42434
"Japan45","Japan",42435
"Japan46","Japan",42436
"Japan47","Japan",42440
"Japan48","Japan",42790
"Japan49","Japan",42791
"Japan50","Japan",42792
"Japan51","Japan",42793
"Japan52","Japan",42794
"Japan53","Japan",42795
"Japan54","Japan",42796
"Japan55","Japan",42797
"Japan56","Japan",42800
"Japan57","Japan",43150
"Japan58","Japan",43152
"Japan59","Japan",43153
"Japan60","Japan",43154
"Japan61","Japan",43155
"Japan62","Japan",43156
"Japan63","Japan",43157
"Japan64","Japan",43158
"Japan65","Japan",43159
"Japan66","Japan",43160
"Japan67","Japan",43161
"Japan68","Japan",43513
"Japan69","Japan",43514
"Japan70","Japan",43515
"Japan71","Japan",43516
"Japan72","Japan",43517
"Japan73","Japan",43518
"Japan74","Japan",43519
"Japan75","Japan",43520
"Japan76","Japan",43521
"Japan77","Japan",43877
"Japan78","Japan",43878
"Japan79","Japan",43879
"Japan80","Japan",43880
"Japan81","Japan",43881
"Japan82","Japan",43882
"Japan83","Japan",44237
"Japan84","Japan",44238
"Japan85","Japan",44239
"Japan86","Japan",44240
"Japan87","Japan",44241
"Japan88","Japan",44242
"Japan89","Japan",44599
"Japan90","Japan",44600
"Japan91","Japan",44601
"Japan92","Japan",44602
"Japan93","Japan",44960
"Japan94","Japan",44961
"Japan95","Japan",44962
"Japan96","Japan",44963
"Japan97","Japan",45320
"Japan98","Japan",45321
"Japan99","Japan",45322
"Japan100","Japan",45680
"Japan101","Japan",45681
"Japan102","Japan",45682
"Japan103","Japan",45683
"Japan104","Japan",45684
"Japan105","Japan",46040
"Japan106","Japan",46041
"Japan107","Japan",46042
"Japan108","Japan",46043
"Japan109","Japan",46044
"Japan110","Japan",46045
"Japan111","Japan",46046
"Japan112","Japan",46401
"Japan113","Japan",46402
"Japan114","Japan",46403
"Japan115","Japan",46404
"Japan116","Japan",46405
"Japan117","Japan",46406
"Japan118","Japan",46762
"Japan119","Japan",46763
"Japan120","Japan",46764
"Japan121","Japan",46766
"Japan122","Japan",47121
"Japan123","Japan",47122
"Japan124","Japan",47123
"Kazakhstan1","Kazakhstan",45247
"Kazakhstan2","Kazakhstan",45248
"Kazakhstan3","Kazakhstan",45249
"Kazakhstan4","Kazakhstan",45250
"Kazakhstan5","Kazakhstan",45593
"Kazakhstan6","Kazakhstan",45594
"Kazakhstan7","Kazakhstan",45595
"Kazakhstan8","Kazakhstan",45596
"Kazakhstan9","Kazakhstan",45607
"Kazakhstan10","Kazakhstan",45608
"Kazakhstan11","Kazakhstan",45609
"Kazakhstan12","Kazakhstan",45610
"Kazakhstan13","Kazakhstan",45611
"Kazakhstan14","Kazakhstan",45621
"Kazakhstan15","Kazakhstan",45952
"Kazakhstan16","Kazakhstan",45953
"Kazakhstan17","Kazakhstan",45954
"Kazakhstan18","Kazakhstan",45955
"Kazakhstan19","Kazakhstan",45956
"Kazakhstan20","Kazakhstan",45966
"Kazakhstan21","Kazakhstan",45967
"Kazakhstan22","Kazakhstan",45968
"Kazakhstan23","Kazakhstan",45969
"Kazakhstan24","Kazakhstan",45970
"Kazakhstan25","Kazakhstan",45971
"Kazakhstan26","Kazakhstan",45972
"Kazakhstan27","Kazakhstan",45973
"Kazakhstan28","Kazakhstan",45974
"Kazakhstan29","Kazakhstan",45975
"Kazakhstan30","Kazakhstan",45976
"Kazakhstan31","Kazakhstan",45977
"Kazakhstan32","Kazakhstan",45978
"Kazakhstan33","Kazakhstan",45979
"Kazakhstan34","Kazakhstan",45980
"Kazakhstan35","Kazakhstan",45981
"Kazakhstan36","Kazakhstan",46311
"Kazakhstan37","Kazakhstan",46312
"Kazakhstan38","Kazakhstan",46313
"Kazakhstan39","Kazakhstan",46314
"Kazakhstan40","Kazakhstan",46315
"Kazakhstan41","Kazakhstan",46316
"Kazakhstan42","Kazakhstan",46322
"Kazakhstan43","Kazakhstan",46323
"Kazakhstan44","Kazakhstan",46324
"Kazakhstan45","Kazakhstan",46325
"Kazakhstan46","Kazakhstan",46326
"Kazakhstan47","Kazakhstan",46327
"Kazakhstan48","Kazakhstan",46328
"Kazakhstan49","Kazakhstan",46329
"Kazakhstan50","Kazakhstan",46330
"Kazakhstan51","Kazakhstan",46331
"Kazakhstan52","Kazakhstan",46332
"Kazakhstan53","Kazakhstan",46333
"Kazakhstan54","Kazakhstan",46334
"Kazakhstan55","Kazakhstan",46335
"Kazakhstan56","Kazakhstan",46336
"Kazakhstan57","Kazakhstan",46337
"Kazakhstan58","Kazakhstan",46338
"Kazakhstan59","Kazakhstan",46339
"Kazakhstan60","Kazakhstan",46340
"Kazakhstan61","Kazakhstan",46341
"Kazakhstan62","Kazakhstan",46670
"Kazakhstan63","Kazakhstan",46671
"Kazakhstan64","Kazakhstan",46672
"Kazakhstan65","Kazakhstan",46673
"Kazakhstan66","Kazakhstan",46674
"Kazakhstan67","Kazakhstan",46675
"Kazakhstan68","Kazakhstan",46676
"Kazakhstan69","Kazakhstan",46677
"Kazakhstan70","Kazakhstan",46678
"Kazakhstan71","Kazakhstan",46680
"Kazakhstan72","Kazakhstan",46681
"Kazakhstan73","Kazakhstan",46682
"Kazakhstan74","Kazakhstan",46683
"Kazakhstan75","Kazakhstan",46684
"Kazakhstan76","Kazakhstan",46685
"Kazakhstan77","Kazakhstan",46686
"Kazakhstan78","Kazakhstan",46687
"Kazakhstan79","Kazakhstan",46688
"Kazakhstan80","Kazakhstan",46689
"Kazakhstan81","Kazakhstan",46690
"Kazakhstan82","Kazakhstan",46691
"Kazakhstan83","Kazakhstan",46692
"Kazakhstan84","Kazakhstan",46693
"Kazakhstan85","Kazakhstan",46694
"Kazakhstan86","Kazakhstan",46695
"Kazakhstan87","Kazakhstan",46696
"Kazakhstan88","Kazakhstan",46697
"Kazakhstan89","Kazakhstan",46698
"Kazakhstan90","Kazakhstan",46699
"Kazakhstan91","Kazakhstan",46700
"Kazakhstan92","Kazakhstan",46701
"Kazakhstan93","Kazakhstan",46702
"Kazakhstan94","Kazakhstan",46703
"Kazakhstan95","Kazakhstan",47030
"Kazakhstan96","Kazakhstan",47032
"Kazakhstan97","Kazakhstan",47033
"Kazakhstan98","Kazakhstan",47034
"Kazakhstan99","Kazakhstan",47035
"Kazakhstan100","Kazakhstan",47036
"Kazakhstan101","Kazakhstan",47037
"Kazakhstan102","Kazakhstan",47038
"Kazakhstan103","Kazakhstan",47039
"Kazakhstan104","Kazakhstan",47040
"Kazakhstan105","Kazakhstan",47041
"Kazakhstan106","Kazakhstan",47042
"Kazakhstan107","Kazakhstan",47043
"Kazakhstan108","Kazakhstan",47044
"Kazakhstan109","Kazakhstan",47045
"Kazakhstan110","Kazakhstan",47046
"Kazakhstan111","Kazakhstan",47047
"Kazakhstan112","Kazakhstan",47048
"Kazakhstan113","Kazakhstan",47049
"Kazakhstan114","Kazakhstan",47050
"Kazakhstan115","Kazakhstan",47051
"Kazakhstan116","Kazakhstan",47052
"Kazakhstan117","Kazakhstan",47053
"Kazakhstan118","Kazakhstan",47054
"Kazakhstan119","Kazakhstan",47055
"Kazakhstan120","Kazakhstan",47056
"Kazakhstan121","Kazakhstan",47057
"Kazakhstan122","Kazakhstan",47058
"Kazakhstan123","Kazakhstan",47059
"Kazakhstan124","Kazakhstan",47060
"Kazakhstan125","Kazakhstan",47061
"Kazakhstan126","Kazakhstan",47062
"Kazakhstan127","Kazakhstan",47063
"Kazakhstan128","Kazakhstan",47389
"Kazakhstan129","Kazakhstan",47390
"Kazakhstan130","Kazakhstan",47391
"Kazakhstan131","Kazakhstan",47392
"Kazakhstan132","Kazakhstan",47393
"Kazakhstan133","Kazakhstan",47394
"Kazakhstan134","Kazakhstan",47395
"Kazakhstan135","Kazakhstan",47396
"Kazakhstan136","Kazakhstan",47397
"Kazakhstan137","Kazakhstan",47398
"Kazakhstan138","Kazakhstan",47399
"Kazakhstan139","Kazakhstan",47400
"Kazakhstan140","Kazakhstan",47401
"Kazakhstan141","Kazakhstan",47402
"Kazakhstan142","Kazakhstan",47403
"Kazakhstan143","Kazakhstan",47404
"Kazakhstan144","Kazakhstan",47405
"Kazakhstan145","Kazakhstan",47406
"Kazakhstan146","Kazakhstan",47407
"Kazakhstan147","Kazakhstan",47408
"Kazakhstan148","Kazakhstan",47409
"Kazakhstan149","Kazakhstan",47410
"Kazakhstan150","Kazakhstan",47411
"Kazakhstan151","Kazakhstan",47412
"Kazakhstan152","Kazakhstan",47413
"Kazakhstan153","Kazakhstan",47414
"Kazakhstan154","Kazakhstan",47415
"Kazakhstan155","Kazakhstan",47416
"Kazakhstan156","Kazakhstan",47417
"Kazakhstan157","Kazakhstan",47418
"Kazakhstan158","Kazakhstan",47419
"Kazakhstan159","Kazakhstan",47420
"Kazakhstan160","Kazakhstan",47421
"Kazakhstan161","Kazakhstan",47422
"Kazakhstan162","Kazakhstan",47423
"Kazakhstan163","Kazakhstan",47424
"Kazakhstan164","Kazakhstan",47425
"Kazakhstan165","Kazakhstan",47426
"Kazakhstan166","Kazakhstan",47747
"Kazakhstan167","Kazakhstan",47748
"Kazakhstan168","Kazakhstan",47749
"Kazakhstan169","Kazakhstan",47750
"Kazakhstan170","Kazakhstan",47751
"Kazakhstan171","Kazakhstan",47752
"Kazakhstan172","Kazakhstan",47753
"Kazakhstan173","Kazakhstan",47754
"Kazakhstan174","Kazakhstan",47755
"Kazakhstan175","Kazakhstan",47756
"Kazakhstan176","Kazakhstan",47757
"Kazakhstan177","Kazakhstan",47758
"Kazakhstan178","Kazakhstan",47759
"Kazakhstan179","Kazakhstan",47760
"Kazakhstan180","Kazakhstan",47761
"Kazakhstan181","Kazakhstan",47762
"Kazakhstan182","Kazakhstan",47763
"Kazakhstan183","Kazakhstan",47764
"Kazakhstan184","Kazakhstan",47765
"Kazakhstan185","Kazakhstan",47766
"Kazakhstan186","Kazakhstan",47767
"Kazakhstan187","Kazakhstan",47768
"Kazakhstan188","Kazakhstan",47769
"Kazakhstan189","Kazakhstan",47770
"Kazakhstan190","Kazakhstan",47771
"Kazakhstan191","Kazakhstan",47772
"Kazakhstan192","Kazakhstan",47773
"Kazakhstan193","Kazakhstan",47774
"Kazakhstan194","Kazakhstan",47775
"Kazakhstan195","Kazakhstan",47776
"Kazakhstan196","Kazakhstan",47777
"Kazakhstan197","Kazakhstan",47778
"Kazakhstan198","Kazakhstan",47779
"Kazakhstan199","Kazakhstan",47780
"Kazakhstan200","Kazakhstan",47781
"Kazakhstan201","Kazakhstan",47782
"Kazakhstan202","Kazakhstan",47783
"Kazakhstan203","Kazakhstan",47784
"Kazakhstan204","Kazakhstan",47785
"Kazakhstan205","Kazakhstan",47786
"Kazakhstan206","Kazakhstan",47787
"Kazakhstan207","Kazakhstan",48107
"Kazakhstan208","Kazakhstan",48108
"Kazakhstan209","Kazakhstan",48109
"Kazakhstan210","Kazakhstan",48110
"Kazakhstan211","Kazakhstan",48111
"Kazakhstan212","Kazakhstan",48112
"Kazakhstan213","Kazakhstan",48113
"Kazakhstan214","Kazakhstan",48114
"Kazakhstan215","Kazakhstan",48115
"Kazakhstan216","Kazakhstan",48116
"Kazakhstan217","Kazakhstan",48117
"Kazakhstan218","Kazakhstan",48118
"Kazakhstan219","Kazakhstan",48119
"Kazakhstan220","Kazakhstan",48120
"Kazakhstan221","Kazakhstan",48121
"Kazakhstan222","Kazakhstan",48122
"Kazakhstan223","Kazakhstan",48123
"Kazakhstan224","Kazakhstan",48124
"Kazakhstan225","Kazakhstan",48125
"Kazakhstan226","Kazakhstan",48126
"Kazakhstan227","Kazakhstan",48127
"Kazakhstan228","Kazakhstan",48128
"Kazakhstan229","Kazakhstan",48129
"Kazakhstan230","Kazakhstan",48130
"Kazakhstan231","Kazakhstan",48131
"Kazakhstan232","Kazakhstan",48132
"Kazakhstan233","Kazakhstan",48133
"Kazakhstan234","Kazakhstan",48134
"Kazakhstan235","Kazakhstan",48135
"Kazakhstan236","Kazakhstan",48136
"Kazakhstan237","Kazakhstan",48137
"Kazakhstan238","Kazakhstan",48138
"Kazakhstan239","Kazakhstan",48139
"Kazakhstan240","Kazakhstan",48140
"Kazakhstan241","Kazakhstan",48141
"Kazakhstan242","Kazakhstan",48142
"Kazakhstan243","Kazakhstan",48143
"Kazakhstan244","Kazakhstan",48144
"Kazakhstan245","Kazakhstan",48145
"Kazakhstan246","Kazakhstan",48146
"Kazakhstan247","Kazakhstan",48147
"Kazakhstan248","Kazakhstan",48148
"Kazakhstan249","Kazakhstan",48467
"Kazakhstan250","Kazakhstan",48468
"Kazakhstan251","Kazakhstan",48469
"Kazakhstan252","Kazakhstan",48470
"Kazakhstan253","Kazakhstan",48471
"Kazakhstan254","Kazakhstan",48472
"Kazakhstan255","Kazakhstan",48473
"Kazakhstan256","Kazakhstan",48474
"Kazakhstan257","Kazakhstan",48475
"Kazakhstan258","Kazakhstan",48476
"Kazakhstan259","Kazakhstan",48477
"Kazakhstan260","Kazakhstan",48478
"Kazakhstan261","Kazakhstan",48479
"Kazakhstan262","Kazakhstan",48480
"Kazakhstan263","Kazakhstan",48481
"Kazakhstan264","Kazakhstan",48482
"Kazakhstan265","Kazakhstan",48483
"Kazakhstan266","Kazakhstan",48484
"Kazakhstan267","Kazakhstan",48485
"Kazakhstan268","Kazakhstan",48486
"Kazakhstan269","Kazakhstan",48487
"Kazakhstan270","Kazakhstan",48488
"Kazakhstan271","Kazakhstan",48489
"Kazakhstan272","Kazakhstan",48490
"Kazakhstan273","Kazakhstan",48491
"Kazakhstan274","Kazakhstan",48492
"Kazakhstan275","Kazakhstan",48493
"Kazakhstan276","Kazakhstan",48494
"Kazakhstan277","Kazakhstan",48495
"Kazakhstan278","Kazakhstan",48496
"Kazakhstan279","Kazakhstan",48497
"Kazakhstan280","Kazakhstan",48498
"Kazakhstan281","Kazakhstan",48499
"Kazakhstan282","Kazakhstan",48500
"Kazakhstan283","Kazakhstan",48501
"Kazakhstan284","Kazakhstan",48502
"Kazakhstan285","Kazakhstan",48503
"Kazakhstan286","Kazakhstan",48504
"Kazakhstan287","Kazakhstan",48505
"Kazakhstan288","Kazakhstan",48506
"Kazakhstan289","Kazakhstan",48507
"Kazakhstan290","Kazakhstan",48830
"Kazakhstan291","Kazakhstan",48831
"Kazakhstan292","Kazakhstan",48832
"Kazakhstan293","Kazakhstan",48833
"Kazakhstan294","Kazakhstan",48834
"Kazakhstan295","Kazakhstan",48835
"Kazakhstan296","Kazakhstan",48837
"Kazakhstan297","Kazakhstan",48838
"Kazakhstan298","Kazakhstan",48839
"Kazakhstan299","Kazakhstan",48840
"Kazakhstan300","Kazakhstan",48841
"Kazakhstan301","Kazakhstan",48842
"Kazakhstan302","Kazakhstan",48843
"Kazakhstan303","Kazakhstan",48844
"Kazakhstan304","Kazakhstan",48845
"Kazakhstan305","Kazakhstan",48846
"Kazakhstan306","Kazakhstan",48847
"Kazakhstan307","Kazakhstan",48848
"Kazakhstan308","Kazakhstan",48849
"Kazakhstan309","Kazakhstan",48850
"Kazakhstan310","Kazakhstan",48851
"Kazakhstan311","Kazakhstan",48852
"Kazakhstan312","Kazakhstan",48853
"Kazakhstan313","Kazakhstan",48854
"Kazakhstan314","Kazakhstan",48855
"Kazakhstan315","Kazakhstan",48856
"Kazakhstan316","Kazakhstan",48857
"Kazakhstan317","Kazakhstan",48858
"Kazakhstan318","Kazakhstan",48859
"Kazakhstan319","Kazakhstan",48860
"Kazakhstan320","Kazakhstan",48861
"Kazakhstan321","Kazakhstan",48862
"Kazakhstan322","Kazakhstan",48864
"Kazakhstan323","Kazakhstan",49201
"Kazakhstan324","Kazakhstan",49202
"Kazakhstan325","Kazakhstan",49203
"Kazakhstan326","Kazakhstan",49204
"Kazakhstan327","Kazakhstan",49205
"Kazakhstan328","Kazakhstan",49206
"Kazakhstan329","Kazakhstan",49207
"Kazakhstan330","Kazakhstan",49208
"Kazakhstan331","Kazakhstan",49209
"Kazakhstan332","Kazakhstan",49210
"Kazakhstan333","Kazakhstan",49211
"Kazakhstan334","Kazakhstan",49212
"Kazakhstan335","Kazakhstan",49213
"Kazakhstan336","Kazakhstan",49214
"Kazakhstan337","Kazakhstan",49215
"Kazakhstan338","Kazakhstan",49216
"Kazakhstan339","Kazakhstan",49217
"Kazakhstan340","Kazakhstan",49218
"Kazakhstan341","Kazakhstan",49219
"Kazakhstan342","Kazakhstan",49561
"Kazakhstan343","Kazakhstan",49562
"Kazakhstan344","Kazakhstan",49563
"Kazakhstan345","Kazakhstan",49564
"Kazakhstan346","Kazakhstan",49565
"Kazakhstan347","Kazakhstan",49566
"Kazakhstan348","Kazakhstan",49567
"Kazakhstan349","Kazakhstan",49568
"Kazakhstan350","Kazakhstan",49569
"Kazakhstan351","Kazakhstan",49570
"Kazakhstan352","Kazakhstan",49571
"Kazakhstan353","Kazakhstan",49572
"Kazakhstan354","Kazakhstan",49573
"Kazakhstan355","Kazakhstan",49574
"Kazakhstan356","Kazakhstan",49575
"Kazakhstan357","Kazakhstan",49576
"Kazakhstan358","Kazakhstan",49577
"Kazakhstan359","Kazakhstan",49578
"Kazakhstan360","Kazakhstan",49926
"Kazakhstan361","Kazakhstan",49927
"Kazakhstan362","Kazakhstan",49928
"Kazakhstan363","Kazakhstan",49929
"Kazakhstan364","Kazakhstan",49930
"Kazakhstan365","Kazakhstan",49931
"Kazakhstan366","Kazakhstan",49932
"Kenya1","Kenya",25060
"Kenya2","Kenya",25418
"Kenya3","Kenya",25419
"Kenya4","Kenya",25420
"Kenya5","Kenya",25778
"Kenya6","Kenya",25779
"Kenya7","Kenya",25780
"Kenya8","Kenya",25781
"Kenya9","Kenya",26137
"Kenya10","Kenya",26138
"Kenya11","Kenya",26139
"Kenya12","Kenya",26140
"Kenya13","Kenya",26141
"Kenya14","Kenya",26495
"Kenya15","Kenya",26496
"Kenya16","Kenya",26497
"Kenya17","Kenya",26498
"Kenya18","Kenya",26499
"Kenya19","Kenya",26500
"Kenya20","Kenya",26501
"Kenya21","Kenya",26502
"Kenya22","Kenya",26854
"Kenya23","Kenya",26855
"Kenya24","Kenya",26856
"Kenya25","Kenya",26857
"Kenya26","Kenya",26858
"Kenya27","Kenya",26859
"Kenya28","Kenya",26860
"Kenya29","Kenya",26861
"Kenya30","Kenya",26862
"Kenya31","Kenya",27214
"Kenya32","Kenya",27215
"Kenya33","Kenya",27216
"Kenya34","Kenya",27217
"Kenya35","Kenya",27218
"Kenya36","Kenya",27219
"Kenya37","Kenya",27220
"Kenya38","Kenya",27221
"Kenya39","Kenya",27574
"Kenya40","Kenya",27575
"Kenya41","Kenya",27576
"Kenya42","Kenya",27577
"Kenya43","Kenya",27578
"Kenya44","Kenya",27579
"Kenya45","Kenya",27580
"Kenya46","Kenya",27581
"Kenya47","Kenya",27935
"Kenya48","Kenya",27936
"Kenya49","Kenya",27937
"Kenya50","Kenya",27938
"Kenya51","Kenya",27939
"Kenya52","Kenya",27940
"Kenya53","Kenya",27941
"Kenya54","Kenya",28295
"Kenya55","Kenya",28296
"Kenya56","Kenya",28297
"Kenya57","Kenya",28298
"Kenya58","Kenya",28299
"Kenya59","Kenya",28300
"Kenya60","Kenya",28301
"Kenya61","Kenya",28655
"Kenya62","Kenya",28656
"Kenya63","Kenya",28657
"Kenya64","Kenya",28658
"Kenya65","Kenya",28659
"Kenya66","Kenya",28660
"Kenya67","Kenya",28661
"Kenya68","Kenya",28662
"Kenya69","Kenya",29015
"Kenya70","Kenya",29016
"Kenya71","Kenya",29017
"Kenya72","Kenya",29018
"Kenya73","Kenya",29019
"Kenya74","Kenya",29020
"Kenya75","Kenya",29021
"Kenya76","Kenya",29022
"Kenya77","Kenya",29374
"Kenya78","Kenya",29375
"Kenya79","Kenya",29376
"Kenya80","Kenya",29377
"Kenya81","Kenya",29378
"Kenya82","Kenya",29380
"Kenya83","Kenya",29381
"Kenya84","Kenya",29382
"Kenya85","Kenya",29735
"Kenya86","Kenya",29736
"Kyrgyzstan1","Kyrgyzstan",44533
"Kyrgyzstan2","Kyrgyzstan",44890
"Kyrgyzstan3","Kyrgyzstan",44891
"Kyrgyzstan4","Kyrgyzstan",44892
"Kyrgyzstan5","Kyrgyzstan",44893
"Kyrgyzstan6","Kyrgyzstan",44894
"Kyrgyzstan7","Kyrgyzstan",44895
"Kyrgyzstan8","Kyrgyzstan",45250
"Kyrgyzstan9","Kyrgyzstan",45251
"Kyrgyzstan10","Kyrgyzstan",45252
"Kyrgyzstan11","Kyrgyzstan",45253
"Kyrgyzstan12","Kyrgyzstan",45254
"Kyrgyzstan13","Kyrgyzstan",45255
"Kyrgyzstan14","Kyrgyzstan",45256
"Kyrgyzstan15","Kyrgyzstan",45257
"Kyrgyzstan16","Kyrgyzstan",45258
"Kyrgyzstan17","Kyrgyzstan",45259
"Kyrgyzstan18","Kyrgyzstan",45611
"Kyrgyzstan19","Kyrgyzstan",45612
"Kyrgyzstan20","Kyrgyzstan",45613
"Kyrgyzstan21","Kyrgyzstan",45614
"Kyrgyzstan22","Kyrgyzstan",45615
"Kyrgyzstan23","Kyrgyzstan",45616
"Kyrgyzstan24","Kyrgyzstan",45617
"Kyrgyzstan25","Kyrgyzstan",45618
"Kyrgyzstan26","Kyrgyzstan",45619
"Kyrgyzstan27","Kyrgyzstan",45620
"Kyrgyzstan28","Kyrgyzstan",45621
"Kyrgyzstan29","Kyrgyzstan",45971
"Kyrgyzstan30","Kyrgyzstan",45972
"Kyrgyzstan31","Kyrgyzstan",45973
"Kyrgyzstan32","Kyrgyzstan",45974
"Kyrgyzstan33","Kyrgyzstan",45975
